galaxy,split,role,formula_family,formula_family_candidate,family_label_source_status,family_label_claim_boundary,manifest_confidence,manifest_caveat,inclination_deg,distance_frac_error,scale_radius_kpc,scale_radius_source_status,tail_inner_radius_kpc,tail_cutoff_radius_kpc,compact_support_radius_kpc,thickness_h_over_rs,ring_radius_kpc,bar_m2_strength,lopsided_m1_strength,source_dataset,measurement_method,pre_scoring_timestamp,residual_blind_certification,observable_provenance,accepted_source_status,missing_required_fields,caveat_tokens,endpoint_eligibility_status,endpoint_blocker,claim_boundary
UGC03546,train,candidate,K_compact_finite,K_compact_finite,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.85,large_distance_error,55.0,0.250871080139,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,compact_support_radius_kpc,large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;compact_support_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
UGC04278,train,middle,K_exponential_disk,K_exponential_disk,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.85,large_distance_error,90.0,0.299684542587,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,scale_radius_kpc,large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;scale_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
UGC04325,train,middle,K_scale_tail_spiral,K_scale_tail_spiral,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.85,large_distance_error,41.0,0.3,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
UGC04483,train,control,K_scale_tail_spiral,K_scale_tail_spiral,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,1.0,none,58.0,0.092814371257,0.2391670982906972,ACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c;VizieR_J/ApJS/219/4_S4G_Pipeline4,S4G disk-scale arcsec converted to kpc with SPARC distance,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PARTIAL_ACCEPTED_SCALE_RADIUS_ONLY,tail_inner_radius_kpc;tail_cutoff_radius_kpc,,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;tail_inner_radius_kpc;tail_cutoff_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
UGC05005,train,middle,K_scale_tail_spiral,K_scale_tail_spiral,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,1.0,none,41.0,0.199255121043,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
UGC05253,train,middle,K_compact_finite,K_compact_finite,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.65,low_inclination;large_distance_error,37.0,0.249781659389,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,compact_support_radius_kpc,low_inclination;large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;compact_support_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
UGC05721,train,middle,K_scale_tail_spiral,K_scale_tail_spiral,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.85,large_distance_error,61.0,0.299352750809,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
UGC05750,train,middle,K_exponential_disk,K_exponential_disk,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,1.0,none,64.0,0.199318568995,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,scale_radius_kpc,,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;scale_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
UGC05764,train,middle,K_scale_tail_spiral,K_scale_tail_spiral,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.85,large_distance_error,60.0,0.299866131191,0.6717983870304816,ACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c;VizieR_J/ApJS/219/4_S4G_Pipeline4,S4G disk-scale arcsec converted to kpc with SPARC distance,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PARTIAL_ACCEPTED_SCALE_RADIUS_ONLY,tail_inner_radius_kpc;tail_cutoff_radius_kpc,large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;tail_inner_radius_kpc;tail_cutoff_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
UGC05918,train,control,K_scale_tail_spiral,K_scale_tail_spiral,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.85,large_distance_error,46.0,0.300261096606,1.9782716578501915,ACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c;VizieR_J/ApJS/219/4_S4G_Pipeline4,S4G disk-scale arcsec converted to kpc with SPARC distance,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PARTIAL_ACCEPTED_SCALE_RADIUS_ONLY,tail_inner_radius_kpc;tail_cutoff_radius_kpc,large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;tail_inner_radius_kpc;tail_cutoff_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
UGC05999,train,middle,K_scale_tail_spiral,K_scale_tail_spiral,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.6000000000000001,few_rotation_points;low_inclination,22.0,0.199161425577,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,few_rotation_points;low_inclination,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
UGC06399,train,control,K_scale_tail_spiral,K_scale_tail_spiral,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,1.0,none,75.0,0.138888888889,2.069958488548134,ACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c;VizieR_J/ApJS/219/4_S4G_Pipeline4,S4G disk-scale arcsec converted to kpc with SPARC distance,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PARTIAL_ACCEPTED_SCALE_RADIUS_ONLY,tail_inner_radius_kpc;tail_cutoff_radius_kpc,,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;tail_inner_radius_kpc;tail_cutoff_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
UGC06446,train,middle,K_scale_tail_spiral,K_scale_tail_spiral,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.85,large_distance_error,51.0,0.3,2.007708432639558,ACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c;VizieR_J/ApJS/219/4_S4G_Pipeline4,S4G disk-scale arcsec converted to kpc with SPARC distance,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PARTIAL_ACCEPTED_SCALE_RADIUS_ONLY,tail_inner_radius_kpc;tail_cutoff_radius_kpc,large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;tail_inner_radius_kpc;tail_cutoff_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
UGC06614,train,candidate,K_compact_finite,K_compact_finite,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.8,low_inclination,36.0,0.1,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,compact_support_radius_kpc,low_inclination,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;compact_support_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
UGC06628,train,candidate,K_scale_tail_spiral,K_scale_tail_spiral,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.45,few_rotation_points;low_inclination;large_distance_error,20.0,0.3,2.6808328309284652,ACCEPTED_SOURCE_OBSERVABLE,,,,,,1.8492037110324864,,SPARC_Lelli2016c;VizieR_J/ApJS/219/4_S4G_Pipeline4,S4G disk-scale arcsec converted to kpc with SPARC distance,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PARTIAL_ACCEPTED_SCALE_RADIUS_ONLY,tail_inner_radius_kpc;tail_cutoff_radius_kpc,few_rotation_points;low_inclination;large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;tail_inner_radius_kpc;tail_cutoff_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
UGC06667,train,middle,K_scale_tail_spiral,K_scale_tail_spiral,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,1.0,none,89.0,0.138888888889,0.9241509841542774,ACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c;VizieR_J/ApJS/219/4_S4G_Pipeline4,S4G disk-scale arcsec converted to kpc with SPARC distance,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PARTIAL_ACCEPTED_SCALE_RADIUS_ONLY,tail_inner_radius_kpc;tail_cutoff_radius_kpc,,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;tail_inner_radius_kpc;tail_cutoff_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
UGC06786,train,candidate,K_compact_finite,K_compact_finite,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.85,large_distance_error,64.0,0.249829351536,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,compact_support_radius_kpc,large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;compact_support_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
UGC06787,train,candidate,K_compact_finite,K_compact_finite,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.85,large_distance_error,66.0,0.249765258216,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,compact_support_radius_kpc,large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;compact_support_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
UGC06923,train,middle,K_scale_tail_spiral,K_scale_tail_spiral,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.8,few_rotation_points,65.0,0.138888888889,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,few_rotation_points,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
UGC06930,train,control,K_exponential_disk,K_exponential_disk,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.8,low_inclination,32.0,0.138888888889,2.6808231529361786,ACCEPTED_SOURCE_OBSERVABLE,,,,,,1.823867321811965,,SPARC_Lelli2016c;VizieR_J/ApJS/219/4_S4G_Pipeline4,S4G disk-scale arcsec converted to kpc with SPARC distance,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PARTIAL_ACCEPTED_SCALE_RADIUS_ONLY,,low_inclination,BLOCKED_FAMILY_LABEL_AUDIT_PENDING,external_family_label_audit_pending,partial_field_level_accepted_observables_not_endpoint_validation
UGC06973,train,candidate,K_compact_finite,K_compact_finite,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,1.0,none,71.0,0.138888888889,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,compact_support_radius_kpc,,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;compact_support_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
UGC07089,train,middle,K_exponential_disk,K_exponential_disk,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,1.0,none,80.0,0.138888888889,1.498363762021143,ACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c;VizieR_J/ApJS/219/4_S4G_Pipeline4,S4G disk-scale arcsec converted to kpc with SPARC distance,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PARTIAL_ACCEPTED_SCALE_RADIUS_ONLY,,,BLOCKED_FAMILY_LABEL_AUDIT_PENDING,external_family_label_audit_pending,partial_field_level_accepted_observables_not_endpoint_validation
UGC07125,train,candidate,K_scale_tail_spiral,K_scale_tail_spiral,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.85,large_distance_error,90.0,0.29797979798,2.260635516902038,ACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c;VizieR_J/ApJS/219/4_S4G_Pipeline4,S4G disk-scale arcsec converted to kpc with SPARC distance,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PARTIAL_ACCEPTED_SCALE_RADIUS_ONLY,tail_inner_radius_kpc;tail_cutoff_radius_kpc,large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;tail_inner_radius_kpc;tail_cutoff_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
UGC07232,train,control,K_scale_tail_spiral,K_scale_tail_spiral,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.8,few_rotation_points,59.0,0.060070671378,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,few_rotation_points,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
UGC07323,train,middle,K_exponential_disk,K_exponential_disk,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.85,large_distance_error,47.0,0.3,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,scale_radius_kpc,large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;scale_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
UGC07399,train,candidate,K_exponential_disk,K_exponential_disk,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.85,large_distance_error,55.0,0.300118623962,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,scale_radius_kpc,large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;scale_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
UGC07524,train,control,K_scale_tail_spiral,K_scale_tail_spiral,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,1.0,none,46.0,0.050632911392,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
UGC07559,train,middle,K_scale_tail_spiral,K_scale_tail_spiral,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.8,few_rotation_points,61.0,0.050301810865,0.8315259091848837,ACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c;VizieR_J/ApJS/219/4_S4G_Pipeline4,S4G disk-scale arcsec converted to kpc with SPARC distance,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PARTIAL_ACCEPTED_SCALE_RADIUS_ONLY,tail_inner_radius_kpc;tail_cutoff_radius_kpc,few_rotation_points,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;tail_inner_radius_kpc;tail_cutoff_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
UGC07608,train,middle,K_scale_tail_spiral,K_scale_tail_spiral,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.65,low_inclination;large_distance_error,25.0,0.299634591961,0.9142786917927928,ACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c;VizieR_J/ApJS/219/4_S4G_Pipeline4,S4G disk-scale arcsec converted to kpc with SPARC distance,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PARTIAL_ACCEPTED_SCALE_RADIUS_ONLY,tail_inner_radius_kpc;tail_cutoff_radius_kpc,low_inclination;large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;tail_inner_radius_kpc;tail_cutoff_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
UGC07690,train,control,K_scale_tail_spiral,K_scale_tail_spiral,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.65,few_rotation_points;large_distance_error,41.0,0.299630086313,0.8500628163100035,ACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c;VizieR_J/ApJS/219/4_S4G_Pipeline4,S4G disk-scale arcsec converted to kpc with SPARC distance,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PARTIAL_ACCEPTED_SCALE_RADIUS_ONLY,tail_inner_radius_kpc;tail_cutoff_radius_kpc,few_rotation_points;large_distance_error,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;tail_inner_radius_kpc;tail_cutoff_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
UGC07866,train,control,K_scale_tail_spiral,K_scale_tail_spiral,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,0.8,few_rotation_points,44.0,0.050328227571,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,few_rotation_points,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
UGC08286,train,middle,K_exponential_disk,K_exponential_disk,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,1.0,none,90.0,0.032307692308,1.204106339170835,ACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c;VizieR_J/ApJS/219/4_S4G_Pipeline4,S4G disk-scale arcsec converted to kpc with SPARC distance,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt;VizieR_J/ApJS/219/4_S4G_Pipeline4,PARTIAL_ACCEPTED_SCALE_RADIUS_ONLY,,,BLOCKED_FAMILY_LABEL_AUDIT_PENDING,external_family_label_audit_pending,partial_field_level_accepted_observables_not_endpoint_validation
UGC08490,train,middle,K_scale_tail_spiral,K_scale_tail_spiral,REVIEW_PROXY_LABEL_NEEDS_EXTERNAL_MORPHOLOGY_AUDIT,predeclared proxy family is residual-blind but not yet promoted to an accepted external morphology label,1.0,none,50.0,0.113978494624,,MISSING_OR_UNACCEPTED_SOURCE_OBSERVABLE,,,,,,,,SPARC_Lelli2016c,no accepted source-native morphology observable acquired,2026-06-02,pre_endpoint_external_catalog_query,SPARC_Lelli2016c.mrt,MISSING_ACCEPTED_SOURCE_OBSERVABLES,scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,,BLOCKED_NOT_ENDPOINT_ELIGIBLE,external_family_label_audit_pending;scale_radius_kpc;tail_inner_radius_kpc;tail_cutoff_radius_kpc,partial_field_level_accepted_observables_not_endpoint_validation
